,subtitleNullable,creatorNameNullable,creatorUrlNullable,totalBytesNullable,urlNullable,licenseNameNullable,descriptionNullable,ownerNameNullable,ownerRefNullable,titleNullable,currentVersionNumberNullable,usabilityRatingNullable,id,ref,subtitle,hasSubtitle,creatorName,hasCreatorName,creatorUrl,hasCreatorUrl,totalBytes,hasTotalBytes,url,hasUrl,lastUpdated,downloadCount,isPrivate,isFeatured,licenseName,hasLicenseName,description,hasDescription,ownerName,hasOwnerName,ownerRef,hasOwnerRef,kernelCount,title,hasTitle,topicCount,viewCount,voteCount,currentVersionNumber,hasCurrentVersionNumber,usabilityRating,hasUsabilityRating,tags,files,versions
71,Statistics for Programming Languages used on GitHub,Isaac Wen,isaacwen,41198.0,https://www.kaggle.com/datasets/isaacwen/github-programming-languages-data,Attribution 4.0 International (CC BY 4.0),,Isaac Wen,isaacwen,GitHub Programming Languages Data,1,1.0,1835260,isaacwen/github-programming-languages-data,Statistics for Programming Languages used on GitHub,True,Isaac Wen,True,isaacwen,True,41198,True,https://www.kaggle.com/datasets/isaacwen/github-programming-languages-data,True,2022-01-02T03:58:56.88Z,4098,False,False,Attribution 4.0 International (CC BY 4.0),True,,False,Isaac Wen,True,isaacwen,True,12,GitHub Programming Languages Data,True,0,27402,54,1,True,1.0,True,"[{'nameNullable': 'computer science', 'descriptionNullable': 'There is one thing we can say for sure about computer science: Computer science leads to more computer games which leads to better GPUs which leads to smarter AI.', 'fullPathNullable': 'subject > science and technology > computer science', 'ref': 'computer science', 'name': 'computer science', 'hasName': True, 'description': 'There is one thing we can say for sure about computer science: Computer science leads to more computer games which leads to better GPUs which leads to smarter AI.', 'hasDescription': True, 'fullPath': 'subject > science and technology > computer science', 'hasFullPath': True, 'competitionCount': 7, 'datasetCount': 45261, 'scriptCount': 598, 'totalCount': 45866}, {'nameNullable': 'programming', 'descriptionNullable': 'The programming tag contains datsets and kernels from coder surveys, revision histories, and bug triaging.', 'fullPathNullable': 'subject > science and technology > computer science > programming', 'ref': 'programming', 'name': 'programming', 'hasName': True, 'description': 'The programming tag contains datsets and kernels from coder surveys, revision histories, and bug triaging.', 'hasDescription': True, 'fullPath': 'subject > science and technology > computer science > programming', 'hasFullPath': True, 'competitionCount': 1, 'datasetCount': 11479, 'scriptCount': 83455, 'totalCount': 94935}, {'nameNullable': 'software', 'descriptionNullable': None, 'fullPathNullable': 'subject > science and technology > computer science > software', 'ref': 'software', 'name': 'software', 'hasName': True, 'description': '', 'hasDescription': False, 'fullPath': 'subject > science and technology > computer science > software', 'hasFullPath': True, 'competitionCount': 1, 'datasetCount': 15510, 'scriptCount': 11242, 'totalCount': 26753}, {'nameNullable': 'bigquery', 'descriptionNullable': None, 'fullPathNullable': 'data type > bigquery', 'ref': 'bigquery', 'name': 'bigquery', 'hasName': True, 'description': '', 'hasDescription': False, 'fullPath': 'data type > bigquery', 'hasFullPath': True, 'competitionCount': 2, 'datasetCount': 413, 'scriptCount': 660, 'totalCount': 1075}, {'nameNullable': 'python', 'descriptionNullable': '', 'fullPathNullable': 'subject > science and technology > computer science > programming > python', 'ref': 'python', 'name': 'python', 'hasName': True, 'description': '', 'hasDescription': True, 'fullPath': 'subject > science and technology > computer science > programming > python', 'hasFullPath': True, 'competitionCount': 8, 'datasetCount': 1371, 'scriptCount': 12279, 'totalCount': 13658}]",[],[]
72,Collection of SMS messages tagged as spam or legitimate,Esther Kim,ekim01,215934.0,https://www.kaggle.com/datasets/uciml/sms-spam-collection-dataset,Unknown,,UCI Machine Learning,organizations/uciml,SMS Spam Collection Dataset,1,0.7352941,483,uciml/sms-spam-collection-dataset,Collection of SMS messages tagged as spam or legitimate,True,Esther Kim,True,ekim01,True,215934,True,https://www.kaggle.com/datasets/uciml/sms-spam-collection-dataset,True,2016-12-02T19:29:17.523Z,244524,False,False,Unknown,True,,False,UCI Machine Learning,True,organizations/uciml,True,1436,SMS Spam Collection Dataset,True,0,997728,1567,1,True,0.7352941,True,"[{'nameNullable': 'languages', 'descriptionNullable': 'Language is a method of communication that consists of using words arranged into meaningful patterns. This is a good place to find natural language processing datasets and kernels to study languages and train your chat bots.', 'fullPathNullable': 'subject > culture and humanities > languages', 'ref': 'languages', 'name': 'languages', 'hasName': True, 'description': 'Language is a method of communication that consists of using words arranged into meaningful patterns. This is a good place to find natural language processing datasets and kernels to study languages and train your chat bots.', 'hasDescription': True, 'fullPath': 'subject > culture and humanities > languages', 'hasFullPath': True, 'competitionCount': 10, 'datasetCount': 876, 'scriptCount': 341, 'totalCount': 1227}, {'nameNullable': 'linguistics', 'descriptionNullable': 'The linguistics tag contains datasets and kernels that you can use for text analytics, sentiment analyses, and making clever jokes like this: Let me tell you a little about myself. It\'s a reflexive pronoun that means ""me.""', 'fullPathNullable': 'subject > people and society > social science > linguistics', 'ref': 'linguistics', 'name': 'linguistics', 'hasName': True, 'description': 'The linguistics tag contains datasets and kernels that you can use for text analytics, sentiment analyses, and making clever jokes like this: Let me tell you a little about myself. It\'s a reflexive pronoun that means ""me.""', 'hasDescription': True, 'fullPath': 'subject > people and society > social science > linguistics', 'hasFullPath': True, 'competitionCount': 25, 'datasetCount': 809, 'scriptCount': 187, 'totalCount': 1021}, {'nameNullable': 'email and messaging', 'descriptionNullable': None, 'fullPathNullable': 'subject > science and technology > internet > email and messaging', 'ref': 'email and messaging', 'name': 'email and messaging', 'hasName': True, 'description': '', 'hasDescription': False, 'fullPath': 'subject > science and technology > internet > email and messaging', 'hasFullPath': True, 'competitionCount': 1, 'datasetCount': 4901, 'scriptCount': 167, 'totalCount': 5069}]",[],[]
73,Computer Science articles published in WoS Journals during 2019,Jorge Chamorro Padial,jorgechamorropadial,11414847.0,https://www.kaggle.com/datasets/jorgechamorropadial/computer-science-articles-journals-2019,Data files © Original Authors,,Jorge Chamorro Padial,jorgechamorropadial,"Computer Science Articles & Journals, 2019",1,0.75,1268595,jorgechamorropadial/computer-science-articles-journals-2019,Computer Science articles published in WoS Journals during 2019,True,Jorge Chamorro Padial,True,jorgechamorropadial,True,11414847,True,https://www.kaggle.com/datasets/jorgechamorropadial/computer-science-articles-journals-2019,True,2021-04-13T08:13:57.673Z,43,False,False,Data files © Original Authors,True,,False,Jorge Chamorro Padial,True,jorgechamorropadial,True,0,"Computer Science Articles & Journals, 2019",True,0,1085,3,1,True,0.75,True,"[{'nameNullable': 'computer science', 'descriptionNullable': 'There is one thing we can say for sure about computer science: Computer science leads to more computer games which leads to better GPUs which leads to smarter AI.', 'fullPathNullable': 'subject > science and technology > computer science', 'ref': 'computer science', 'name': 'computer science', 'hasName': True, 'description': 'There is one thing we can say for sure about computer science: Computer science leads to more computer games which leads to better GPUs which leads to smarter AI.', 'hasDescription': True, 'fullPath': 'subject > science and technology > computer science', 'hasFullPath': True, 'competitionCount': 7, 'datasetCount': 45261, 'scriptCount': 598, 'totalCount': 45866}]",[],[]
74,Default Payments of Credit Card Clients in Taiwan from 2005,Esther Kim,ekim01,1025318.0,https://www.kaggle.com/datasets/uciml/default-of-credit-card-clients-dataset,CC0: Public Domain,,UCI Machine Learning,organizations/uciml,Default of Credit Card Clients Dataset,1,0.7058824,306,uciml/default-of-credit-card-clients-dataset,Default Payments of Credit Card Clients in Taiwan from 2005,True,Esther Kim,True,ekim01,True,1025318,True,https://www.kaggle.com/datasets/uciml/default-of-credit-card-clients-dataset,True,2016-11-03T03:39:18.993Z,80878,False,False,CC0: Public Domain,True,,False,UCI Machine Learning,True,organizations/uciml,True,478,Default of Credit Card Clients Dataset,True,0,880176,948,1,True,0.7058824,True,"[{'nameNullable': 'earth and nature', 'descriptionNullable': None, 'fullPathNullable': 'subject > earth and nature', 'ref': 'earth and nature', 'name': 'earth and nature', 'hasName': True, 'description': '', 'hasDescription': False, 'fullPath': 'subject > earth and nature', 'hasFullPath': True, 'competitionCount': 11, 'datasetCount': 58697, 'scriptCount': 356, 'totalCount': 59064}, {'nameNullable': 'finance', 'descriptionNullable': ""The finance tag covers datasets and kernels about money and investing. If you need to test some new cryptocurrency investment strategies or ward off those pesky credit card fraud enthusiasts, then you've come to the right place."", 'fullPathNullable': 'subject > people and society > business > finance', 'ref': 'finance', 'name': 'finance', 'hasName': True, 'description': ""The finance tag covers datasets and kernels about money and investing. If you need to test some new cryptocurrency investment strategies or ward off those pesky credit card fraud enthusiasts, then you've come to the right place."", 'hasDescription': True, 'fullPath': 'subject > people and society > business > finance', 'hasFullPath': True, 'competitionCount': 58, 'datasetCount': 10442, 'scriptCount': 4404, 'totalCount': 14904}, {'nameNullable': 'e-commerce services', 'descriptionNullable': None, 'fullPathNullable': 'subject > people and society > business > e-commerce services', 'ref': 'e-commerce services', 'name': 'e-commerce services', 'hasName': True, 'description': '', 'hasDescription': False, 'fullPath': 'subject > people and society > business > e-commerce services', 'hasFullPath': True, 'competitionCount': 4, 'datasetCount': 2655, 'scriptCount': 525, 'totalCount': 3184}]",[],[]
75,Topic Modeling for Research Articles,VinayVikram,vin1234,12001207.0,https://www.kaggle.com/datasets/vin1234/janatahack-independence-day-2020-ml-hackathon,Unknown,,VinayVikram,vin1234,#Janatahack: Independence Day 2020 ML Hackathon,1,0.5882353,831288,vin1234/janatahack-independence-day-2020-ml-hackathon,Topic Modeling for Research Articles,True,VinayVikram,True,vin1234,True,12001207,True,https://www.kaggle.com/datasets/vin1234/janatahack-independence-day-2020-ml-hackathon,True,2020-08-15T02:36:45.913Z,689,False,False,Unknown,True,,False,VinayVikram,True,vin1234,True,28,#Janatahack: Independence Day 2020 ML Hackathon,True,0,7014,15,1,True,0.5882353,True,"[{'nameNullable': 'beginner', 'descriptionNullable': 'New to data science? Explore tips, tricks, and beginner friendly work from other Kagglers.', 'fullPathNullable': 'audience > beginner', 'ref': 'beginner', 'name': 'beginner', 'hasName': True, 'description': 'New to data science? Explore tips, tricks, and beginner friendly work from other Kagglers.', 'hasDescription': True, 'fullPath': 'audience > beginner', 'hasFullPath': True, 'competitionCount': 12628, 'datasetCount': 7852, 'scriptCount': 41540, 'totalCount': 62020}, {'nameNullable': 'nlp', 'descriptionNullable': 'Natural Language Processing gives a computer program the ability to extract meaning human language. Applications include sentiment analysis, translation, and speech recognition.', 'fullPathNullable': 'analysis > nlp', 'ref': 'nlp', 'name': 'nlp', 'hasName': True, 'description': 'Natural Language Processing gives a computer program the ability to extract meaning human language. Applications include sentiment analysis, translation, and speech recognition.', 'hasDescription': True, 'fullPath': 'analysis > nlp', 'hasFullPath': True, 'competitionCount': 83, 'datasetCount': 4378, 'scriptCount': 8462, 'totalCount': 12923}, {'nameNullable': 'text', 'descriptionNullable': None, 'fullPathNullable': 'data type > text', 'ref': 'text', 'name': 'text', 'hasName': True, 'description': '', 'hasDescription': False, 'fullPath': 'data type > text', 'hasFullPath': True, 'competitionCount': 126, 'datasetCount': 7434, 'scriptCount': 4276, 'totalCount': 11836}, {'nameNullable': 'gpu', 'descriptionNullable': 'A generalized processor that excels at small-to-medium-scale matrix operations. It is traditionally used for training machine learning models on very large datasets.', 'fullPathNullable': 'subject > science and technology > computer science > accelerators > gpu', 'ref': 'gpu', 'name': 'gpu', 'hasName': True, 'description': 'A generalized processor that excels at small-to-medium-scale matrix operations. It is traditionally used for training machine learning models on very large datasets.', 'hasDescription': True, 'fullPath': 'subject > science and technology > computer science > accelerators > gpu', 'hasFullPath': True, 'competitionCount': 2, 'datasetCount': 189, 'scriptCount': 4402649, 'totalCount': 4402840}]",[],[]
76,From: UCI Machine Learning Repository,Sarah VCH,sarahvch,49800.0,https://www.kaggle.com/datasets/sarahvch/breast-cancer-wisconsin-prognostic-data-set,"Database: Open Database, Contents: Database Contents",,Sarah VCH,sarahvch,Breast Cancer Wisconsin (Prognostic) Data Set,1,0.8235294,1070,sarahvch/breast-cancer-wisconsin-prognostic-data-set,From: UCI Machine Learning Repository,True,Sarah VCH,True,sarahvch,True,49800,True,https://www.kaggle.com/datasets/sarahvch/breast-cancer-wisconsin-prognostic-data-set,True,2017-03-31T22:47:50.64Z,4919,False,False,"Database: Open Database, Contents: Database Contents",True,,False,Sarah VCH,True,sarahvch,True,20,Breast Cancer Wisconsin (Prognostic) Data Set,True,0,42026,56,1,True,0.8235294,True,"[{'nameNullable': 'earth and nature', 'descriptionNullable': None, 'fullPathNullable': 'subject > earth and nature', 'ref': 'earth and nature', 'name': 'earth and nature', 'hasName': True, 'description': '', 'hasDescription': False, 'fullPath': 'subject > earth and nature', 'hasFullPath': True, 'competitionCount': 11, 'datasetCount': 58697, 'scriptCount': 356, 'totalCount': 59064}, {'nameNullable': 'education', 'descriptionNullable': 'Education datasets and kernels relate to statistics on student performance, university rankings, and answers for all your homework questions.', 'fullPathNullable': 'subject > people and society > education', 'ref': 'education', 'name': 'education', 'hasName': True, 'description': 'Education datasets and kernels relate to statistics on student performance, university rankings, and answers for all your homework questions.', 'hasDescription': True, 'fullPath': 'subject > people and society > education', 'hasFullPath': True, 'competitionCount': 37, 'datasetCount': 28789, 'scriptCount': 14937, 'totalCount': 43763}, {'nameNullable': 'computer science', 'descriptionNullable': 'There is one thing we can say for sure about computer science: Computer science leads to more computer games which leads to better GPUs which leads to smarter AI.', 'fullPathNullable': 'subject > science and technology > computer science', 'ref': 'computer science', 'name': 'computer science', 'hasName': True, 'description': 'There is one thing we can say for sure about computer science: Computer science leads to more computer games which leads to better GPUs which leads to smarter AI.', 'hasDescription': True, 'fullPath': 'subject > science and technology > computer science', 'hasFullPath': True, 'competitionCount': 7, 'datasetCount': 45261, 'scriptCount': 598, 'totalCount': 45866}, {'nameNullable': 'software', 'descriptionNullable': None, 'fullPathNullable': 'subject > science and technology > computer science > software', 'ref': 'software', 'name': 'software', 'hasName': True, 'description': '', 'hasDescription': False, 'fullPath': 'subject > science and technology > computer science > software', 'hasFullPath': True, 'competitionCount': 1, 'datasetCount': 15510, 'scriptCount': 11242, 'totalCount': 26753}, {'nameNullable': 'cancer', 'descriptionNullable': None, 'fullPathNullable': 'subject > health and fitness > health > health conditions > cancer', 'ref': 'cancer', 'name': 'cancer', 'hasName': True, 'description': '', 'hasDescription': False, 'fullPath': 'subject > health and fitness > health > health conditions > cancer', 'hasFullPath': True, 'competitionCount': 16, 'datasetCount': 12507, 'scriptCount': 3390, 'totalCount': 15913}]",[],[]
77,arXiv dataset and metadata of 1.7M+ scholarly papers across STEM,Brian Maltzan,brianmaltzan,1484851604.0,https://www.kaggle.com/datasets/Cornell-University/arxiv,CC0: Public Domain,,Cornell University,organizations/Cornell-University,arXiv Dataset,214,0.875,612177,Cornell-University/arxiv,arXiv dataset and metadata of 1.7M+ scholarly papers across STEM,True,Brian Maltzan,True,brianmaltzan,True,1484851604,True,https://www.kaggle.com/datasets/Cornell-University/arxiv,True,2025-01-12T00:51:04.537Z,55199,False,False,CC0: Public Domain,True,,False,Cornell University,True,organizations/Cornell-University,True,163,arXiv Dataset,True,0,590671,1411,214,True,0.875,True,"[{'nameNullable': 'earth and nature', 'descriptionNullable': None, 'fullPathNullable': 'subject > earth and nature', 'ref': 'earth and nature', 'name': 'earth and nature', 'hasName': True, 'description': '', 'hasDescription': False, 'fullPath': 'subject > earth and nature', 'hasFullPath': True, 'competitionCount': 11, 'datasetCount': 58697, 'scriptCount': 356, 'totalCount': 59064}, {'nameNullable': 'education', 'descriptionNullable': 'Education datasets and kernels relate to statistics on student performance, university rankings, and answers for all your homework questions.', 'fullPathNullable': 'subject > people and society > education', 'ref': 'education', 'name': 'education', 'hasName': True, 'description': 'Education datasets and kernels relate to statistics on student performance, university rankings, and answers for all your homework questions.', 'hasDescription': True, 'fullPath': 'subject > people and society > education', 'hasFullPath': True, 'competitionCount': 37, 'datasetCount': 28789, 'scriptCount': 14937, 'totalCount': 43763}]",[],[]
78,Analyze recent findings in Artificial Intelligence on Arxiv,Johannes Hötter,johoetter,4417817.0,https://www.kaggle.com/datasets/johoetter/design-thinking-arxiv,CC0: Public Domain,,Johannes Hötter,johoetter,Artificial Intelligence Arxiv,1,1.0,1792159,johoetter/design-thinking-arxiv,Analyze recent findings in Artificial Intelligence on Arxiv,True,Johannes Hötter,True,johoetter,True,4417817,True,https://www.kaggle.com/datasets/johoetter/design-thinking-arxiv,True,2021-12-13T21:05:56.743Z,823,False,False,CC0: Public Domain,True,,False,Johannes Hötter,True,johoetter,True,5,Artificial Intelligence Arxiv,True,0,7807,30,1,True,1.0,True,"[{'nameNullable': 'earth and nature', 'descriptionNullable': None, 'fullPathNullable': 'subject > earth and nature', 'ref': 'earth and nature', 'name': 'earth and nature', 'hasName': True, 'description': '', 'hasDescription': False, 'fullPath': 'subject > earth and nature', 'hasFullPath': True, 'competitionCount': 11, 'datasetCount': 58697, 'scriptCount': 356, 'totalCount': 59064}, {'nameNullable': 'education', 'descriptionNullable': 'Education datasets and kernels relate to statistics on student performance, university rankings, and answers for all your homework questions.', 'fullPathNullable': 'subject > people and society > education', 'ref': 'education', 'name': 'education', 'hasName': True, 'description': 'Education datasets and kernels relate to statistics on student performance, university rankings, and answers for all your homework questions.', 'hasDescription': True, 'fullPath': 'subject > people and society > education', 'hasFullPath': True, 'competitionCount': 37, 'datasetCount': 28789, 'scriptCount': 14937, 'totalCount': 43763}, {'nameNullable': 'computer science', 'descriptionNullable': 'There is one thing we can say for sure about computer science: Computer science leads to more computer games which leads to better GPUs which leads to smarter AI.', 'fullPathNullable': 'subject > science and technology > computer science', 'ref': 'computer science', 'name': 'computer science', 'hasName': True, 'description': 'There is one thing we can say for sure about computer science: Computer science leads to more computer games which leads to better GPUs which leads to smarter AI.', 'hasDescription': True, 'fullPath': 'subject > science and technology > computer science', 'hasFullPath': True, 'competitionCount': 7, 'datasetCount': 45261, 'scriptCount': 598, 'totalCount': 45866}]",[],[]
79,NLP Dataset for Beginners,Abishek Sudarshan,abisheksudarshan,7586864.0,https://www.kaggle.com/datasets/abisheksudarshan/topic-modeling-for-research-articles,Data files © Original Authors,,Abishek Sudarshan,abisheksudarshan,Topic Modeling for Research Articles,7,1.0,932025,abisheksudarshan/topic-modeling-for-research-articles,NLP Dataset for Beginners,True,Abishek Sudarshan,True,abisheksudarshan,True,7586864,True,https://www.kaggle.com/datasets/abisheksudarshan/topic-modeling-for-research-articles,True,2024-08-10T05:27:51.683Z,1349,False,False,Data files © Original Authors,True,,False,Abishek Sudarshan,True,abisheksudarshan,True,4,Topic Modeling for Research Articles,True,0,16019,28,7,True,1.0,True,"[{'nameNullable': 'earth and nature', 'descriptionNullable': None, 'fullPathNullable': 'subject > earth and nature', 'ref': 'earth and nature', 'name': 'earth and nature', 'hasName': True, 'description': '', 'hasDescription': False, 'fullPath': 'subject > earth and nature', 'hasFullPath': True, 'competitionCount': 11, 'datasetCount': 58697, 'scriptCount': 356, 'totalCount': 59064}, {'nameNullable': 'education', 'descriptionNullable': 'Education datasets and kernels relate to statistics on student performance, university rankings, and answers for all your homework questions.', 'fullPathNullable': 'subject > people and society > education', 'ref': 'education', 'name': 'education', 'hasName': True, 'description': 'Education datasets and kernels relate to statistics on student performance, university rankings, and answers for all your homework questions.', 'hasDescription': True, 'fullPath': 'subject > people and society > education', 'hasFullPath': True, 'competitionCount': 37, 'datasetCount': 28789, 'scriptCount': 14937, 'totalCount': 43763}, {'nameNullable': 'psychology', 'descriptionNullable': ""Psychology is the study of how we use our brains (or don't) to interact with others. Humans are complicated and maybe data science can help us understand ourselves."", 'fullPathNullable': 'subject > people and society > social science > psychology', 'ref': 'psychology', 'name': 'psychology', 'hasName': True, 'description': ""Psychology is the study of how we use our brains (or don't) to interact with others. Humans are complicated and maybe data science can help us understand ourselves."", 'hasDescription': True, 'fullPath': 'subject > people and society > social science > psychology', 'hasFullPath': True, 'competitionCount': 1, 'datasetCount': 2638, 'scriptCount': 355, 'totalCount': 2994}, {'nameNullable': 'nlp', 'descriptionNullable': 'Natural Language Processing gives a computer program the ability to extract meaning human language. Applications include sentiment analysis, translation, and speech recognition.', 'fullPathNullable': 'analysis > nlp', 'ref': 'nlp', 'name': 'nlp', 'hasName': True, 'description': 'Natural Language Processing gives a computer program the ability to extract meaning human language. Applications include sentiment analysis, translation, and speech recognition.', 'hasDescription': True, 'fullPath': 'analysis > nlp', 'hasFullPath': True, 'competitionCount': 83, 'datasetCount': 4378, 'scriptCount': 8462, 'totalCount': 12923}]",[],[]
80,"Harnessing the power of 13,900 high-resolution images for accurate diagnosis",Bhavesh Mittal,bhaveshmittal,83224255.0,https://www.kaggle.com/datasets/bhaveshmittal/melanoma-cancer-dataset,CC0: Public Domain,,Bhavesh Mittal,bhaveshmittal,🔬Melanoma Cancer Image Dataset,1,0.875,4459076,bhaveshmittal/melanoma-cancer-dataset,"Harnessing the power of 13,900 high-resolution images for accurate diagnosis",True,Bhavesh Mittal,True,bhaveshmittal,True,83224255,True,https://www.kaggle.com/datasets/bhaveshmittal/melanoma-cancer-dataset,True,2024-02-18T13:21:01.687Z,4253,False,False,CC0: Public Domain,True,,False,Bhavesh Mittal,True,bhaveshmittal,True,61,🔬Melanoma Cancer Image Dataset,True,0,19173,72,1,True,0.875,True,"[{'nameNullable': 'biology', 'descriptionNullable': 'Explore datasets and kernels about gene expressions, transcriptomics, and even the works of Charles Darwin.', 'fullPathNullable': 'subject > earth and nature > biology', 'ref': 'biology', 'name': 'biology', 'hasName': True, 'description': 'Explore datasets and kernels about gene expressions, transcriptomics, and even the works of Charles Darwin.', 'hasDescription': True, 'fullPath': 'subject > earth and nature > biology', 'hasFullPath': True, 'competitionCount': 22, 'datasetCount': 13519, 'scriptCount': 4726, 'totalCount': 18267}, {'nameNullable': 'computer vision', 'descriptionNullable': 'Teaching a machine to interpret real-world images and videos. Applications include detecting objects, capturing motion, and restoring images.', 'fullPathNullable': 'technique > computer vision', 'ref': 'computer vision', 'name': 'computer vision', 'hasName': True, 'description': 'Teaching a machine to interpret real-world images and videos. Applications include detecting objects, capturing motion, and restoring images.', 'hasDescription': True, 'fullPath': 'technique > computer vision', 'hasFullPath': True, 'competitionCount': 68, 'datasetCount': 4360, 'scriptCount': 5143, 'totalCount': 9571}, {'nameNullable': 'image', 'descriptionNullable': None, 'fullPathNullable': 'data type > image', 'ref': 'image', 'name': 'image', 'hasName': True, 'description': '', 'hasDescription': False, 'fullPath': 'data type > image', 'hasFullPath': True, 'competitionCount': 461, 'datasetCount': 8337, 'scriptCount': 6054, 'totalCount': 14852}, {'nameNullable': 'cancer', 'descriptionNullable': None, 'fullPathNullable': 'subject > health and fitness > health > health conditions > cancer', 'ref': 'cancer', 'name': 'cancer', 'hasName': True, 'description': '', 'hasDescription': False, 'fullPath': 'subject > health and fitness > health > health conditions > cancer', 'hasFullPath': True, 'competitionCount': 16, 'datasetCount': 12507, 'scriptCount': 3390, 'totalCount': 15913}, {'nameNullable': 'image classification', 'descriptionNullable': '', 'fullPathNullable': 'task > image-classification', 'ref': 'image classification', 'name': 'image classification', 'hasName': True, 'description': '', 'hasDescription': True, 'fullPath': 'task > image-classification', 'hasFullPath': True, 'competitionCount': 39, 'datasetCount': 1490, 'scriptCount': 1443, 'totalCount': 2972}]",[],[]
81,"A Collection of 200 Students' Demographics, Academic Performance, and Expected ",Zeeshan Ahmad,zeeshier,5606.0,https://www.kaggle.com/datasets/zeeshier/student-information-dataset,Apache 2.0,,Zeeshan Ahmad,zeeshier,Student Information Dataset,1,0.8235294,6100954,zeeshier/student-information-dataset,"A Collection of 200 Students' Demographics, Academic Performance, and Expected ",True,Zeeshan Ahmad,True,zeeshier,True,5606,True,https://www.kaggle.com/datasets/zeeshier/student-information-dataset,True,2024-11-16T17:20:03.92Z,1615,False,False,Apache 2.0,True,,False,Zeeshan Ahmad,True,zeeshier,True,5,Student Information Dataset,True,0,8467,28,1,True,0.8235294,True,"[{'nameNullable': 'earth and nature', 'descriptionNullable': None, 'fullPathNullable': 'subject > earth and nature', 'ref': 'earth and nature', 'name': 'earth and nature', 'hasName': True, 'description': '', 'hasDescription': False, 'fullPath': 'subject > earth and nature', 'hasFullPath': True, 'competitionCount': 11, 'datasetCount': 58697, 'scriptCount': 356, 'totalCount': 59064}, {'nameNullable': 'education', 'descriptionNullable': 'Education datasets and kernels relate to statistics on student performance, university rankings, and answers for all your homework questions.', 'fullPathNullable': 'subject > people and society > education', 'ref': 'education', 'name': 'education', 'hasName': True, 'description': 'Education datasets and kernels relate to statistics on student performance, university rankings, and answers for all your homework questions.', 'hasDescription': True, 'fullPath': 'subject > people and society > education', 'hasFullPath': True, 'competitionCount': 37, 'datasetCount': 28789, 'scriptCount': 14937, 'totalCount': 43763}, {'nameNullable': 'social science', 'descriptionNullable': 'Social science is the collection of disciplines studying how humans interact with each other.', 'fullPathNullable': 'subject > people and society > social science', 'ref': 'social science', 'name': 'social science', 'hasName': True, 'description': 'Social science is the collection of disciplines studying how humans interact with each other.', 'hasDescription': True, 'fullPath': 'subject > people and society > social science', 'hasFullPath': True, 'competitionCount': 3, 'datasetCount': 8455, 'scriptCount': 791, 'totalCount': 9249}]",[],[]
82,Predict Breast Cancer with ML: A guide to the Wisconsin Diagnostic Dataset,Abhinav Mangalore,abhinavmangalore,49831.0,https://www.kaggle.com/datasets/abhinavmangalore/breast-cancer-dataset-wisconsin-diagnostic-uci,Attribution 4.0 International (CC BY 4.0),,Abhinav Mangalore,abhinavmangalore,Breast Cancer Dataset [Wisconsin Diagnostic UCI],1,1.0,4339967,abhinavmangalore/breast-cancer-dataset-wisconsin-diagnostic-uci,Predict Breast Cancer with ML: A guide to the Wisconsin Diagnostic Dataset,True,Abhinav Mangalore,True,abhinavmangalore,True,49831,True,https://www.kaggle.com/datasets/abhinavmangalore/breast-cancer-dataset-wisconsin-diagnostic-uci,True,2024-01-22T14:03:50.093Z,1568,False,False,Attribution 4.0 International (CC BY 4.0),True,,False,Abhinav Mangalore,True,abhinavmangalore,True,13,Breast Cancer Dataset [Wisconsin Diagnostic UCI],True,0,8761,35,1,True,1.0,True,"[{'nameNullable': 'health', 'descriptionNullable': 'Consider the health tag your data science gym. Get in there and work out those data science muscles on health analytics. Analyze heart disease until you sweat. Then recover with with a nice candy production dataset.', 'fullPathNullable': 'subject > health and fitness > health', 'ref': 'health', 'name': 'health', 'hasName': True, 'description': 'Consider the health tag your data science gym. Get in there and work out those data science muscles on health analytics. Analyze heart disease until you sweat. Then recover with with a nice candy production dataset.', 'hasDescription': True, 'fullPath': 'subject > health and fitness > health', 'hasFullPath': True, 'competitionCount': 293, 'datasetCount': 17797, 'scriptCount': 7964, 'totalCount': 26054}, {'nameNullable': 'cancer', 'descriptionNullable': None, 'fullPathNullable': 'subject > health and fitness > health > health conditions > cancer', 'ref': 'cancer', 'name': 'cancer', 'hasName': True, 'description': '', 'hasDescription': False, 'fullPath': 'subject > health and fitness > health > health conditions > cancer', 'hasFullPath': True, 'competitionCount': 16, 'datasetCount': 12507, 'scriptCount': 3390, 'totalCount': 15913}]",[],[]
